UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_index,rolling_avg_temp,rolling_avg_rot_speed,rolling_avg_torque,ema_temp,ema_rot_speed,ema_torque,lag_temp,lag_rot_speed,lag_torque,temp_torque_interaction,cumsum_temp,cumsum_rot_speed,cumsum_torque,roc_temp,roc_rot_speed,roc_torque,temp_outlier,temp_squared,rot_speed_squared,torque_squared,binned_temp,binned_rot_speed,binned_torque,failure_rate,time_since_last_failure,Type_L,Type_M
8486,L55665,298.4,309.5,1450,47.9,112,0,0,0,0,0,0,8485,298.36,1516.0,39.36,298.3910190661486,1487.9498816855676,42.641545688282235,298.4,1397.0,50.3,14293.359999999999,2548745.0999999987,13064881,339243.3999999997,0.0,0.03793843951324272,-0.04771371769383692,False,89042.55999999998,2102500,2294.41,1,1,3,0.0,310.0,True,False
8487,M23346,298.5,309.5,1501,40.2,114,0,0,0,0,0,0,8486,298.4,1497.2,41.6,298.42734604409907,1492.2999211237118,41.827697125521496,298.4,1450.0,47.9,11999.7,2549043.5999999987,13066382,339283.5999999997,0.00033512064343166337,0.03517241379310354,-0.1607515657620041,False,89102.25,2253001,1616.0400000000002,1,1,2,0.0,310.0,False,True
8488,L55667,298.4,309.4,1392,50.1,117,0,0,0,0,0,0,8487,298.4,1471.6,44.0,298.4182306960661,1458.8666140824746,44.58513141701434,298.5,1501.0,40.2,14949.84,2549341.9999999986,13067774,339333.69999999966,-0.0003350083752095001,-0.07261825449700199,0.24626865671641784,False,89042.55999999998,1937664,2510.01,1,0,3,0.0,310.0,True,False
8489,L55668,298.4,309.4,1385,43.2,119,0,0,0,0,0,0,8488,298.41999999999996,1425.0,46.339999999999996,298.4121537973774,1434.2444093883164,44.123420944676226,298.4,1392.0,50.1,12890.88,2549640.3999999985,13069159,339376.8999999997,0.0,-0.005028735632183867,-0.13772455089820357,False,89042.55999999998,1918225,1866.2400000000002,1,0,2,0.0,310.0,True,False
8490,L55669,298.4,309.4,1461,46.3,121,0,0,0,0,0,0,8489,298.41999999999996,1437.8,45.54,298.408102531585,1443.162939592211,44.84894729645082,298.4,1385.0,43.2,13815.919999999998,2549938.7999999984,13070620,339423.19999999966,0.0,0.05487364620938617,0.07175925925925908,False,89042.55999999998,2134521,2143.6899999999996,1,1,2,0.0,310.0,True,False
8491,M23350,298.5,309.6,1364,58.7,123,0,0,0,0,0,0,8490,298.43999999999994,1420.6,47.7,298.4387350210567,1416.775293061474,49.465964864300545,298.4,1461.0,46.3,17521.95,2550237.2999999984,13071984,339481.8999999997,0.00033512064343166337,-0.06639288158795342,0.2678185745140391,False,89102.25,1860496,3445.6900000000005,1,0,3,0.0,310.0,False,True
8492,L55671,298.5,309.5,1579,38.6,126,0,0,0,0,0,0,8491,298.43999999999994,1436.2,47.38,298.4591566807045,1470.8501953743162,45.84397657620037,298.5,1364.0,58.7,11522.1,2550535.7999999984,13073563,339520.49999999965,0.0,0.15762463343108513,-0.34241908006814314,False,89102.25,2493241,1489.96,1,2,1,0.0,310.0,True,False
8493,M23352,298.4,309.5,1514,38.8,128,0,0,0,0,0,0,8492,298.43999999999994,1460.6,45.12,298.43943778713634,1485.2334635828774,43.49598438413358,298.5,1579.0,38.6,11577.919999999998,2550834.1999999983,13075077,339559.29999999964,-0.0003350083752095001,-0.04116529449018369,0.005181347150258864,False,89042.55999999998,2292196,1505.4399999999998,1,2,1,0.0,310.0,False,True
8494,M23353,298.3,309.5,1560,36.9,131,0,0,0,0,0,0,8493,298.41999999999996,1495.6,43.86,298.39295852475755,1510.155642388585,41.29732292275572,298.4,1514.0,38.8,11007.27,2551132.499999998,13076637,339596.19999999966,-0.00033512064343155235,0.03038309114927351,-0.04896907216494839,False,88982.89000000001,2433600,1361.61,0,2,1,0.0,310.0,False,True
8495,L55674,298.3,309.5,1542,36.7,134,0,0,0,0,0,0,8494,298.4,1511.8,41.94,298.3619723498384,1520.7704282590566,39.76488194850381,298.3,1560.0,36.9,10947.61,2551430.799999998,13078179,339632.8999999997,0.0,-0.011538461538461497,-0.005420054200541924,False,88982.89000000001,2377764,1346.89,0,2,1,0.0,310.0,True,False
8496,L55675,298.3,309.4,1668,27.1,136,0,0,0,0,0,0,8495,298.36,1572.6,35.620000000000005,298.34131489989227,1569.8469521727045,35.54325463233588,298.3,1542.0,36.7,8083.93,2551729.0999999978,13079847,339659.99999999965,0.0,0.08171206225680927,-0.2615803814713896,False,88982.89000000001,2782224,734.4100000000001,0,3,0,0.0,310.0,True,False
8497,M23356,298.3,309.4,1816,22.6,138,0,0,0,0,0,0,8496,298.32000000000005,1620.0,32.42,298.32754326659483,1651.8979681151363,31.228836421557254,298.3,1668.0,27.1,6741.580000000001,2552027.3999999976,13081663,339682.5999999996,0.0,0.08872901678657064,-0.16605166051660514,False,88982.89000000001,3297856,510.76000000000005,0,3,0,0.0,310.0,False,True
8498,M23357,298.3,309.4,1509,34.2,141,0,0,0,0,0,0,8497,298.3,1619.0,31.5,298.3183621777299,1604.2653120767577,32.21922428103817,298.3,1816.0,22.6,10201.86,2552325.6999999974,13083172,339716.79999999964,0.0,-0.16905286343612336,0.513274336283186,False,88982.89000000001,2277081,1169.64,0,2,1,0.0,310.0,False,True
8499,L55678,298.4,309.6,1479,37.8,144,0,0,0,0,0,0,8498,298.32000000000005,1602.8,31.68,298.3455747851533,1562.510208051172,34.07948285402545,298.3,1509.0,34.2,11279.519999999999,2552624.0999999973,13084651,339754.5999999996,0.00033523298692572645,-0.01988071570576544,0.10526315789473673,False,89042.55999999998,2187441,1428.8399999999997,1,1,1,0.0,310.0,True,False
8500,L55679,298.4,309.6,1655,30.2,146,0,0,0,0,0,0,8499,298.34000000000003,1625.4,30.380000000000003,298.3637165234355,1593.3401387007816,32.78632190268364,298.4,1479.0,37.8,9011.679999999998,2552922.499999997,13086306,339784.79999999964,0.0,0.11899932386747802,-0.20105820105820105,False,89042.55999999998,2739025,912.04,1,3,0,0.0,310.0,True,False
8501,L55680,298.3,309.5,1711,30.3,148,0,0,0,0,0,0,8500,298.34,1634.0,31.020000000000003,298.34247768229034,1632.5600924671878,31.957547935122427,298.4,1655.0,30.2,9038.49,2553220.799999997,13088017,339815.0999999996,-0.00033512064343155235,0.03383685800604219,0.0033112582781458233,False,88982.89000000001,2927521,918.09,0,3,0,0.0,310.0,True,False
8502,L55681,298.4,309.7,1581,34.6,150,0,0,0,0,0,0,8501,298.36,1587.0,33.42,298.36165178819357,1615.3733949781254,32.83836529008162,298.3,1711.0,30.3,10324.64,2553519.199999997,13089598,339849.6999999996,0.00033523298692572645,-0.07597895967270607,0.14191419141914197,False,89042.55999999998,2499561,1197.16,1,2,1,0.0,310.0,True,False
8503,H37916,298.6,309.8,1279,55.9,152,0,0,0,0,0,0,8502,298.41999999999996,1541.0,37.760000000000005,298.44110119212905,1503.248929985417,40.525576860054414,298.4,1581.0,34.6,16691.74,2553817.799999997,13090877,339905.5999999996,0.0006702412868633267,-0.1910183428209994,0.6156069364161849,False,89161.96,1635841,3124.81,1,0,3,0.0,310.0,False,False
8504,L55683,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,8503,298.43999999999994,1538.8,38.379999999999995,298.4607341280861,1491.4992866569446,40.650384573369614,298.6,1279.0,55.9,12208.65,2554116.299999997,13092345,339946.49999999965,-0.0003348961821836305,0.1477716966379985,-0.26833631484794274,False,89102.25,2155024,1672.81,1,1,2,0.0,310.0,True,False
8505,L55684,298.4,309.7,1419,41.3,159,0,0,0,0,0,0,8504,298.44,1491.6,40.6,298.44048941872404,1467.3328577712964,40.86692304891308,298.5,1468.0,40.9,12323.919999999998,2554414.699999997,13093764,339987.79999999964,-0.0003350083752095001,-0.033378746594005415,0.009779951100244544,False,89042.55999999998,2013561,1705.6899999999998,1,0,2,0.0,310.0,True,False
8506,L55685,298.4,309.7,1530,38.6,161,0,0,0,0,0,0,8505,298.46000000000004,1455.4,42.26,298.42699294581604,1488.2219051808643,40.11128203260873,298.4,1419.0,41.3,11518.24,2554713.099999997,13095294,340026.3999999996,0.0,0.07822410147991543,-0.06537530266343816,False,89042.55999999998,2340900,1489.96,1,2,1,0.0,310.0,True,False
8507,L55686,298.4,309.6,1710,27.3,163,1,0,0,0,0,0,8506,298.46,1481.2,40.8,298.4179952972107,1562.147936787243,35.84085468840582,298.4,1530.0,38.6,8146.32,2555011.4999999967,13097004,340053.6999999996,0.0,0.11764705882352944,-0.29274611398963735,False,89042.55999999998,2924100,745.2900000000001,1,3,0,0.0,310.0,True,False
8508,L55687,298.4,309.7,1518,39.8,165,0,0,0,0,0,0,8507,298.41999999999996,1529.0,37.58,298.4119968648072,1547.4319578581621,37.16056979227055,298.4,1710.0,27.3,11876.319999999998,2555309.8999999966,13098522,340093.4999999996,0.0,-0.11228070175438598,0.4578754578754578,False,89042.55999999998,2304324,1584.0399999999997,1,2,1,0.1,311.0,True,False
8509,M23368,298.4,309.7,1679,33.3,167,0,0,0,0,0,0,8508,298.4,1571.2,36.06,298.4079979098715,1591.2879719054417,35.873713194847035,298.4,1518.0,39.8,9936.719999999998,2555608.2999999966,13100201,340126.7999999996,0.0,0.10606060606060597,-0.16331658291457285,False,89042.55999999998,2819041,1108.8899999999999,1,3,1,0.1,311.0,False,True
8510,M23369,298.4,309.7,1870,22.5,170,0,0,0,0,0,0,8509,298.4,1661.4,32.3,298.40533193991433,1684.1919812702945,31.415808796564693,298.4,1679.0,33.3,6713.999999999999,2555906.6999999965,13102071,340149.2999999996,0.0,0.11375818939845139,-0.32432432432432423,False,89042.55999999998,3496900,506.25,1,3,0,0.1,311.0,False,True
8511,L55690,298.3,309.7,1484,44.3,173,0,0,0,0,0,0,8510,298.38,1652.2,33.44,298.37022129327624,1617.4613208468631,35.71053919770979,298.4,1870.0,22.5,13214.69,2556204.9999999963,13103555,340193.59999999957,-0.00033512064343155235,-0.20641711229946524,0.9688888888888887,False,88982.89000000001,2202256,1962.4899999999998,0,1,2,0.1,311.0,True,False
8512,L55691,298.4,309.7,1457,44.2,175,0,0,0,0,0,0,8511,298.38,1601.6,36.81999999999999,298.38014752885084,1563.974213897909,38.540359465139865,298.3,1484.0,44.3,13189.28,2556503.399999996,13105012,340237.7999999996,0.00033523298692572645,-0.01819407008086249,-0.0022573363431149795,False,89042.55999999998,2122849,1953.6400000000003,1,1,2,0.1,311.0,True,False
8513,H37926,298.3,309.6,1546,36.2,177,0,0,0,0,0,0,8512,298.36,1607.2,36.1,298.35343168590055,1557.9828092652729,37.76023964342658,298.4,1457.0,44.2,10798.460000000001,2556801.699999996,13106558,340273.9999999996,-0.00033512064343155235,0.06108442004118042,-0.1809954751131222,False,88982.89000000001,2390116,1310.4400000000003,0,2,1,0.1,311.0,False,False
8514,M23373,298.2,309.5,1478,36.5,182,0,0,0,0,0,0,8513,298.32,1567.0,36.739999999999995,298.30228779060036,1531.3218728435154,37.34015976228439,298.3,1546.0,36.2,10884.3,2557099.899999996,13108036,340310.4999999996,-0.0003352329869259485,-0.043984476067270406,0.00828729281767937,False,88923.23999999999,2184484,1332.25,0,1,1,0.1,311.0,False,True
8515,L55694,298.2,309.4,1447,47.1,185,0,0,0,0,0,0,8514,298.28,1482.4,41.66,298.26819186040024,1503.214581895677,40.59343984152292,298.2,1478.0,36.5,14045.22,2557398.0999999964,13109483,340357.59999999957,0.0,-0.02097428958051417,0.29041095890410973,False,88923.23999999999,2093809,2218.4100000000003,0,1,3,0.1,311.0,True,False
8516,L55695,298.2,309.4,1443,45.4,187,0,0,0,0,0,0,8515,298.26,1474.2,41.88,298.2454612402668,1483.143054597118,42.19562656101529,298.2,1447.0,47.1,13538.279999999999,2557696.2999999966,13110926,340402.9999999996,0.0,-0.0027643400138217533,-0.03609341825902346,False,88923.23999999999,2082249,2061.16,0,1,2,0.1,311.0,True,False
8517,L55696,298.3,309.6,1527,30.9,189,0,0,0,0,0,0,8516,298.24,1488.2,39.22,298.2636408268446,1497.7620363980786,38.43041770734353,298.2,1443.0,45.4,9217.47,2557994.5999999964,13112453,340433.8999999996,0.0003353454057679617,0.058212058212058215,-0.3193832599118943,False,88982.89000000001,2331729,954.81,0,2,0,0.1,311.0,True,False
8518,M23377,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,8517,298.24,1472.8,42.94,298.2757605512297,1488.1746909320525,43.886945138229024,298.3,1527.0,30.9,16346.84,2558292.899999996,13113922,340488.6999999996,0.0,-0.037982973149967236,0.7734627831715211,False,88982.89000000001,2157961,3003.0399999999995,0,1,3,0.0,311.0,False,True
8519,M23378,298.3,309.6,1681,27.1,194,0,0,0,0,0,0,8518,298.26000000000005,1513.4,41.06,298.2838403674865,1552.4497939547018,38.29129675881935,298.3,1469.0,54.8,8083.93,2558591.199999996,13115603,340515.7999999996,0.0,0.14431586113002037,-0.5054744525547445,False,88982.89000000001,2825761,734.4100000000001,0,3,0,0.0,311.0,False,True
8520,L55699,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,8519,298.28000000000003,1508.0,40.46,298.2892269116577,1508.2998626364679,40.227531172546236,298.3,1681.0,27.1,13155.03,2558889.499999996,13117023,340559.89999999956,0.0,-0.15526472337894115,0.6273062730627306,False,88982.89000000001,2016400,1944.8100000000002,0,0,2,0.0,311.0,True,False
8521,M23380,298.3,309.5,1543,49.9,199,0,0,0,0,0,0,8520,298.3,1528.0,41.36,298.2928179411051,1519.8665750909786,43.45168744836416,298.3,1420.0,44.1,14885.17,2559187.7999999956,13118566,340609.7999999996,0.0,0.08661971830985915,0.13151927437641708,False,88982.89000000001,2380849,2490.0099999999998,0,2,3,0.0,311.0,False,True
8522,L55701,298.4,309.5,1376,50.4,202,0,0,0,0,0,0,8521,298.32,1497.8,45.26,298.32854529407007,1471.9110500606525,45.767791632242776,298.3,1543.0,49.9,15039.359999999999,2559486.1999999955,13119942,340660.1999999996,0.00033523298692572645,-0.10823071937783535,0.01002004008016022,False,89042.55999999998,1893376,2540.16,1,0,3,0.0,311.0,True,False
8523,H37936,298.3,309.4,1631,29.8,0,0,0,0,0,0,0,8522,298.32000000000005,1530.2,40.260000000000005,298.3190301960467,1524.940700040435,40.44519442149519,298.4,1376.0,50.4,8889.34,2559784.4999999953,13121573,340689.9999999996,-0.00033512064343155235,0.18531976744186052,-0.4087301587301587,False,88982.89000000001,2660161,888.0400000000001,0,3,0,0.0,311.0,False,False
8524,H37937,298.3,309.3,1529,41.7,5,0,0,0,0,0,0,8523,298.32000000000005,1499.8,43.17999999999999,298.31268679736445,1526.293800026957,40.863462947663464,298.3,1631.0,29.8,12439.11,2560082.799999995,13123102,340731.6999999996,0.0,-0.06253832004904969,0.3993288590604027,False,88982.89000000001,2337841,1738.8900000000003,0,2,2,0.0,311.0,False,False
8525,L55704,298.3,309.4,1468,46.2,10,0,0,0,0,0,0,8524,298.32,1509.4,43.6,298.30845786490966,1506.8625333513046,42.64230863177565,298.3,1529.0,41.7,13781.460000000001,2560381.099999995,13124570,340777.8999999996,0.0,-0.039895356442119057,0.1079136690647482,False,88982.89000000001,2155024,2134.44,0,1,2,0.0,311.0,True,False
8526,L55705,298.3,309.4,1378,52.3,12,0,0,0,0,0,0,8525,298.32,1476.4,44.080000000000005,298.3056385766065,1463.9083555675365,45.86153908785043,298.3,1468.0,46.2,15601.09,2560679.399999995,13125948,340830.1999999996,0.0,-0.06130790190735691,0.13203463203463195,False,88982.89000000001,1898884,2735.2899999999995,0,0,3,0.0,311.0,True,False
8527,L55706,298.3,309.3,1401,51.9,14,0,0,0,0,0,0,8526,298.3,1481.4,44.38,298.303759051071,1442.9389037116912,47.874359391900285,298.3,1378.0,52.3,15481.77,2560977.6999999946,13127349,340882.0999999996,0.0,0.01669085631349776,-0.007648183556405286,False,88982.89000000001,1962801,2693.6099999999997,0,0,3,0.0,311.0,True,False
8528,L55707,298.4,309.3,1531,37.4,16,0,0,0,0,0,0,8527,298.32,1461.4,45.9,298.3358393673807,1472.2926024744609,44.382906261266854,298.3,1401.0,51.9,11160.159999999998,2561276.0999999945,13128880,340919.49999999965,0.00033523298692572645,0.09279086366880795,-0.279383429672447,False,89042.55999999998,2343961,1398.76,1,2,1,0.0,311.0,True,False
8529,L55708,298.4,309.3,1512,35.8,18,0,0,0,0,0,0,8528,298.34000000000003,1458.0,44.720000000000006,298.35722624492047,1485.5284016496407,41.52193750751124,298.4,1531.0,37.4,10682.719999999998,2561574.4999999944,13130392,340955.29999999964,0.0,-0.01241018941868055,-0.042780748663101664,False,89042.55999999998,2286144,1281.6399999999999,1,2,1,0.0,311.0,True,False
8530,M23389,298.5,309.4,1522,47.4,20,0,0,0,0,0,0,8529,298.38,1468.8,44.959999999999994,298.40481749661365,1497.6856010997606,43.481291671674164,298.4,1512.0,35.8,14148.9,2561872.9999999944,13131914,341002.69999999966,0.00033512064343166337,0.006613756613756516,0.3240223463687151,False,89102.25,2316484,2246.7599999999998,1,2,3,0.0,311.0,False,True
8531,M23390,298.5,309.3,1615,31.8,23,0,0,0,0,0,0,8530,298.41999999999996,1516.2,40.86,298.43654499774243,1536.7904007331738,39.587527781116115,298.5,1522.0,47.4,9492.300000000001,2562171.4999999944,13133529,341034.49999999965,0.0,0.0611038107752957,-0.3291139240506329,False,89102.25,2608225,1011.24,1,3,0,0.0,311.0,False,True
8532,L55711,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,8531,298.47999999999996,1525.8,39.78,298.491029998495,1507.526933822116,41.891685187410744,298.5,1615.0,31.8,13884.900000000001,2562470.0999999945,13134978,341080.99999999965,0.0003350083752093891,-0.10278637770897836,0.46226415094339623,False,89161.96,2099601,2162.25,1,1,2,0.0,311.0,True,False
8533,L55712,298.6,309.4,1315,55.5,28,0,0,0,0,0,0,8532,298.52000000000004,1482.6,43.4,298.52735333233,1443.3512892147442,46.4277901249405,298.6,1449.0,46.5,16572.300000000003,2562768.6999999946,13136293,341136.49999999965,0.0,-0.09247757073844032,0.19354838709677424,False,89161.96,1729225,3080.25,1,0,3,0.0,311.0,True,False
8534,M23393,298.6,309.4,1465,41.1,30,0,0,0,0,0,0,8533,298.56,1473.2,44.459999999999994,298.55156888822,1450.567526143163,44.65186008329367,298.6,1315.0,55.5,12272.460000000001,2563067.2999999947,13137758,341177.5999999996,0.0,0.11406844106463887,-0.2594594594594595,False,89161.96,2146225,1689.21,1,1,2,0.0,311.0,False,True
8535,M23394,298.6,309.5,1404,43.3,33,0,0,0,0,0,0,8534,298.58000000000004,1449.6,43.64,298.5677125921467,1435.0450174287753,44.20124005552911,298.6,1465.0,41.1,12929.380000000001,2563365.899999995,13139162,341220.8999999996,0.0,-0.041638225255972716,0.05352798053527974,False,89161.96,1971216,1874.8899999999996,1,0,2,0.0,311.0,False,True
8536,L55715,298.6,309.5,1547,44.8,36,0,0,0,0,0,0,8535,298.6,1436.0,46.239999999999995,298.57847506143116,1472.3633449525169,44.40082670368608,298.6,1404.0,43.3,13377.28,2563664.499999995,13140709,341265.6999999996,0.0,0.10185185185185186,0.03464203233256358,False,89161.96,2393209,2007.0399999999997,1,2,2,0.0,311.0,True,False
8537,M23396,298.6,309.5,1426,45.4,38,0,0,0,0,0,0,8536,298.6,1431.4,46.019999999999996,298.58565004095414,1456.9088966350114,44.73388446912406,298.6,1547.0,44.8,13556.44,2563963.099999995,13142135,341311.0999999996,0.0,-0.07821590174531357,0.013392857142857206,False,89161.96,2033476,2061.16,1,1,2,0.0,311.0,False,True
8538,L55717,298.6,309.5,1730,30.2,41,0,0,0,0,0,0,8537,298.6,1514.4,40.959999999999994,298.5904333606361,1547.939264423341,39.889256312749374,298.6,1426.0,45.4,9017.720000000001,2564261.699999995,13143865,341341.29999999964,0.0,0.2131837307152875,-0.3348017621145375,False,89161.96,2992900,912.04,1,3,0,0.0,311.0,True,False
8539,L55718,298.5,309.4,1548,37.7,43,0,0,0,0,0,0,8538,298.58000000000004,1531.0,40.28,298.56028890709075,1547.9595096155608,39.159504208499584,298.6,1730.0,30.2,11253.45,2564560.199999995,13145413,341378.99999999965,-0.0003348961821836305,-0.10520231213872833,0.2483443708609272,False,89102.25,2396304,1421.2900000000002,1,2,1,0.0,311.0,True,False
8540,L55719,298.5,309.4,1517,40.2,45,0,0,0,0,0,0,8539,298.56,1553.6,39.660000000000004,298.54019260472717,1537.6396730770407,39.50633613899973,298.5,1548.0,37.7,11999.7,2564858.699999995,13146930,341419.19999999966,0.0,-0.020025839793281652,0.06631299734748008,False,89102.25,2301289,1616.0400000000002,1,2,2,0.0,311.0,True,False
8541,L55720,298.6,309.5,1687,29.3,47,0,0,0,0,0,0,8540,298.56000000000006,1581.6,36.56,298.56012840315145,1587.4264487180271,36.104224092666485,298.5,1517.0,40.2,8748.980000000001,2565157.299999995,13148617,341448.49999999965,0.0003350083752093891,0.11206328279499012,-0.2711442786069652,False,89161.96,2845969,858.49,1,3,0,0.0,311.0,True,False
8542,L55721,298.5,309.5,1738,25.2,49,0,0,0,0,0,0,8541,298.54,1644.0,32.52,298.540085602101,1637.6176324786848,32.46948272844432,298.6,1687.0,29.3,7522.2,2565455.799999995,13150355,341473.69999999966,-0.0003348961821836305,0.030231179608772862,-0.13993174061433455,False,89102.25,3020644,635.04,1,3,0,0.0,311.0,True,False
8543,H37956,298.4,309.4,1512,35.3,51,0,0,0,0,0,0,8542,298.5,1600.4,33.540000000000006,298.4933904014007,1595.7450883191234,33.41298848562955,298.5,1738.0,25.2,10533.519999999999,2565754.199999995,13151867,341508.99999999965,-0.0003350083752095001,-0.1300345224395857,0.4007936507936507,False,89042.55999999998,2286144,1246.0899999999997,1,2,1,0.0,311.0,False,False
8544,M23403,298.5,309.4,1365,48.7,56,0,0,0,0,0,0,8543,298.5,1563.8,35.739999999999995,298.49559360093383,1518.8300588794157,38.508658990419704,298.4,1512.0,35.3,14536.95,2566052.699999995,13153232,341557.69999999966,0.00033512064343166337,-0.09722222222222221,0.379603399433428,False,89102.25,1863225,2371.69,1,0,3,0.0,311.0,False,True
